Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2016-11;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;42189;7679.0;199.0
2016-11;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;32310;10118.0;292.0
2016-11;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;50313;13696.0;285.0
2016-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;23898;9924.0;277.0
2016-11;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;19622;13181.0;444.0
2016-11;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;40799;21431.0;458.0
2016-11;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;35199;13464.0;417.0
2016-11;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;31705;16452.0;369.0
2016-12;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;32536;10995.0;242.0
2016-12;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;19257;8613.0;141.0
2016-12;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;30681;12281.0;225.0
2016-12;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;44919;12000.0;229.0
2016-12;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;15892;10980.0;283.0
2016-12;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;26316;14263.0;384.0
2016-12;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;19937;8289.0;241.0
2016-12;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;18845;11009.0;240.0
2016-12;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;22717;14525.0;373.0
2016-12;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;28468;16969.0;450.0
2016-12;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;28177;11655.0;244.0
2017-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;28334;14631.0;403.0
2017-01;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;28295;6144.0;148.0
2017-01;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;39029;16935.0;278.0
2017-01;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;57359;15026.0;372.0
2017-01;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;34475;10123.0;302.0
2017-01;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;36920;15519.0;600.0
2017-01;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;22532;10495.0;392.0
2017-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;37804;14444.0;366.0
2017-02;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;15963;5853.0;147.0
2017-02;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;35717;10522.0;229.0
2017-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;13299;5306.0;29.0
2017-02;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;55260;18611.0;520.0
2017-02;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;31115;12039.0;288.0
2017-02;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18700;9695.0;268.0
2017-02;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;36386;18462.0;432.0
2017-02;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19246;8438.0;316.0
2017-02;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;23173;12468.0;321.0
2017-02;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;31527;15981.0;358.0
2017-02;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;31915;11301.0;315.0
2017-02;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;33704;14546.0;446.0
2017-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;40959;20254.0;452.0
2017-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11834;4796.0;118.0
2017-03;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;28733;6676.0;170.0
2017-03;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;36900;11612.0;233.0
2017-03;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;36830;19823.0;499.0
2017-03;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;29581;15924.0;361.0
2017-03;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;28905;15548.0;364.0
2017-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;37557;19768.0;392.0
2017-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;37770;14019.0;387.0
2017-04;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;14323;5759.0;99.0
2017-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;22757;11901.0;323.0
2017-04;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;20012;7260.0;67.0
2017-04;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;52464;31403.0;333.0
2017-04;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;29736;11939.0;235.0
2017-04;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;42359;10907.0;223.0
2017-04;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;16892;9374.0;245.0
2017-04;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;28162;15643.0;378.0
2017-04;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;27979;11307.0;303.0
2017-04;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;30040;14458.0;287.0
2017-05;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;63335;39992.0;484.0
2017-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33809;10030.0;306.0
2017-05;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;44501;14456.0;297.0
2017-05;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32560;15991.0;495.0
2017-05;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18340;13111.0;278.0
2017-05;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29655;17131.0;443.0
2017-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;20036;12881.0;327.0
2017-05;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;38732;23003.0;421.0
2017-05;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;25130;16084.0;335.0
2017-05;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26358;15243.0;333.0
2017-05;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33524;14500.0;306.0
2017-06;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;60088;36893.0;461.0
2017-06;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;12730;6652.0;13.0
2017-06;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44636;16464.0;267.0
2017-06;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;23401;6099.0;139.0
2017-06;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;32901;13173.0;224.0
2017-06;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;23967;10537.0;146.0
2017-06;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;29985;13477.0;456.0
2017-06;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17782;10622.0;290.0
2017-06;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15222;5891.0;118.0
2017-06;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;19516;11515.0;292.0
2017-06;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;23883;13583.0;413.0
2017-06;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;31519;17237.0;373.0
2017-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;27697;15907.0;359.0
2017-06;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;34542;15660.0;332.0
2017-07;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;35249;10863.0;242.0
2017-07;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;23203;7496.0;92.0
2017-07;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;10056;4763.0;37.0
2017-07;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52560;21077.0;469.0
2017-07;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;21309;9614.0;208.0
2017-07;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17617;10900.0;181.0
2017-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;25054;13039.0;304.0
2017-07;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;30639;17509.0;253.0
2017-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;31199;12379.0;279.0
2017-08;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;22018;12537.0;162.0
2017-08;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;21505;13142.0;195.0
2017-08;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;49181;19315.0;507.0
2017-08;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;20081;8994.0;122.0
2017-08;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;44008;11638.0;194.0
2017-08;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;46863;25191.0;493.0
2017-08;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;28863;12507.0;253.0
2017-08;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14135;6126.0;119.0
2017-08;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;31891;19918.0;323.0
2017-08;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;17656;9261.0;256.0
2017-08;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;28651;17286.0;227.0
2017-09;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;20119;15619.0;155.0
2017-09;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;20306;6213.0;85.0
2017-09;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;30989;10591.0;148.0
2017-09;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;35318;10399.0;247.0
2017-09;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;50350;15436.0;311.0
2017-09;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;29405;13355.0;162.0
2017-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;22130;8910.0;232.0
2017-09;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;29999;15247.0;388.0
2017-09;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;16514;11026.0;195.0
2017-09;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;24821;14558.0;254.0
2017-09;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;28816;17014.0;262.0
2017-10;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;26014;8358.0;131.0
2017-10;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;32049;14992.0;214.0
2017-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;25016;10090.0;314.0
2017-10;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32872;15890.0;488.0
2017-10;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18297;13439.0;269.0
2017-10;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;32313;15283.0;277.0
2017-10;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16339;6565.0;178.0
2017-10;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;22392;9877.0;230.0
2017-10;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;20385;13696.0;362.0
2017-10;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33219;15283.0;304.0
2017-10;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30013;18335.0;280.0
2017-11;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;15575;7352.0;135.0
2017-11;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;38845;13181.0;177.0
2017-11;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;76311;31637.0;595.0
2017-11;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;54083;21428.0;604.0
2017-11;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45656;18600.0;326.0
2017-11;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;33889;14619.0;256.0
2017-11;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;34659;15585.0;180.0
2017-11;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;34137;10830.0;280.0
2017-11;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;54555;15748.0;366.0
2017-11;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;32944;14321.0;228.0
2017-11;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18314;12620.0;289.0
2017-11;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;40068;22628.0;414.0
2017-11;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;36574;17737.0;384.0
2017-12;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;19943;6614.0;96.0
2017-12;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;56536;26335.0;386.0
2017-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;3608;2919.0;10.0
2017-12;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;34384;14652.0;199.0
2017-12;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;20620;9353.0;123.0
2017-12;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;30250;9274.0;218.0
2017-12;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;42681;12920.0;285.0
2017-12;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;24462;11095.0;418.0
2017-12;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;13974;9318.0;183.0
2017-12;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;17980;7644.0;190.0
2017-12;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;21872;11044.0;268.0
2017-12;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;20309;10909.0;261.0
2018-01;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;28311;13913.0;391.0
2018-01;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;12119;5012.0;113.0
2018-01;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;85230;34513.0;695.0
2018-01;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;13812;5788.0;51.0
2018-01;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;45076;12182.0;307.0
2018-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;28440;9631.0;353.0
2018-01;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;22903;13876.0;356.0
2018-01;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;36250;20664.0;565.0
2018-01;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;37606;20476.0;511.0
2018-01;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;40556;19426.0;423.0
2018-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11967;4931.0;43.0
2018-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;13057;6102.0;18.0
2018-02;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;26126;10063.0;203.0
2018-02;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;42676;12981.0;260.0
2018-02;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;54882;20182.0;511.0
2018-02;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;31621;13420.0;503.0
2018-02;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;31712;12035.0;325.0
2018-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;25277;13542.0;331.0
2018-02;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24243;12494.0;310.0
2018-02;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;31890;15942.0;376.0
2018-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30296;14593.0;325.0
2018-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;35963;17992.0;355.0
2018-03;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;26283;11941.0;315.0
2018-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;26293;9537.0;190.0
2018-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45157;16683.0;280.0
2018-03;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;34085;10318.0;186.0
2018-03;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;35647;8292.0;312.0
2018-03;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;44580;13875.0;291.0
2018-03;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;31940;9623.0;219.0
2018-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;58040;20703.0;590.0
2018-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;25261;8076.0;364.0
2018-03;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;22969;9894.0;225.0
2018-03;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;33053;12562.0;325.0
2018-03;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;19940;10979.0;281.0
2018-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;27478;13050.0;363.0
2018-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33835;12633.0;334.0
2018-04;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24450;7182.0;119.0
2018-04;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10043;4274.0;126.0
2018-04;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;10830;5020.0;33.0
2018-04;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;49675;18378.0;550.0
2018-04;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;33900;14870.0;213.0
2018-04;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;32974;8451.0;308.0
2018-04;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;50084;15317.0;352.0
2018-04;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;30841;13099.0;324.0
2018-04;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14919;5683.0;197.0
2018-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28732;14984.0;415.0
2018-04;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24019;13541.0;343.0
2018-04;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;30602;17649.0;383.0
2018-05;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;70734;31906.0;587.0
