Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2020-12;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;8491;51.03685
2021-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;814;8.27572
2021-01;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;914;5.14003
2021-01;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;291;5.12595
2021-01;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;1220;4.97797
2021-01;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;601;4.48273
2021-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;501;3.1921
2021-01;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;792;5.90164
2021-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;665;5.32938
2021-01;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;1012;5.48658
2021-01;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;935;6.82831
2021-01;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;534;6.59829
2021-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;1124;6.90503
2021-01;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;1743;10.80528
2021-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;1519;9.62245
2021-02;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;687;7.99953
2021-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;410;6.43137
2021-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;718;6.92048
2021-02;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1188;7.29013
2021-02;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;960;7.68676
2021-02;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;2105;11.81124
2021-02;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1475;11.73149
2021-02;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;1318;9.49157
2021-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1009;15.15925
2021-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;1688;14.78626
2021-02;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2393;14.57014
2014-01;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;522;5.58707
2014-01;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;3158;13.13972
2014-01;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1419;11.00085
2014-01;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;737;9.95273
2014-01;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;1842;9.32611
2014-01;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;1353;14.95523
2014-01;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;2167;15.72569
2014-01;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1887;15.66365
2014-01;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1458;15.69429
2014-02;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;1526;13.01826
2014-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;531;15.02547
2014-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1330;21.0543
2014-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2142;19.36184
2014-02;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2927;23.54976
2014-02;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;2481;16.16919
2014-02;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;8210;33.72771
2014-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;2770;23.71372
2014-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;2651;24.08905
2014-02;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;4378;31.66956
2014-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2468;26.90798
2014-02;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;5202;31.98869
2014-03;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;3296;30.34711
2014-03;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1145;11.88252
2014-03;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1694;26.59758
2014-03;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;2744;24.67626
2014-03;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;669;22.29257
2014-03;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5153;28.28056
2014-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;4393;28.19279
2014-03;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;4295;31.22047
2014-03;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;6426;32.61929
2014-03;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;5645;41.46467
2014-03;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4550;45.63691
2014-03;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;7425;45.40451
2014-04;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;6933;44.03303
2014-04;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;2721;22.57342
2014-04;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1508;15.46191
2014-04;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;8907;31.33289
2014-04;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3349;29.94456
2014-04;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;4073;34.74663
2014-04;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4196;30.57418
2014-04;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;5518;39.60382
2014-04;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;4617;49.04919
2014-04;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5474;54.42434
2014-04;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;9082;55.06579
2014-04;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;7954;60.6019
2014-04;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;5772;46.66505
2014-04;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;6198;49.95567
2014-04;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;8939;52.62879
2014-05;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1787;18.14029
2014-05;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1094;29.60758
2014-05;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;10217;35.6689
2014-05;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3878;34.39773
2014-05;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;939;30.42774
2014-05;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;5632;43.11744
2014-05;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;15081;60.96043
2014-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;6250;62.05322
2014-05;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;8819;67.12079
2014-05;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;6786;53.81017
2014-05;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;7230;58.15169
2014-05;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;8218;60.60472
2014-06;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;5940;55.88484
2014-06;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;2033;20.36054
2014-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4350;38.10108
2014-06;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;9082;40.5845
2014-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;5836;48.41145
2014-06;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;5678;60.92928
2014-06;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;11453;68.66719
2014-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;9544;58.3838
2014-07;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;2321;14.54078
2014-07;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;620;6.14226
2014-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;273;8.65293
2014-07;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;2063;9.92877
2014-07;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;1419;11.74377
2014-07;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;1716;11.76471
2014-07;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;2014;9.42884
2014-07;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;2820;13.97354
2014-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1148;14.46755
2014-07;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1667;14.76005
2014-07;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2741;20.69773
2014-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1990;15.63114
2014-07;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1596;16.56461
2014-07;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;2637;16.09792
2014-07;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;2890;20.68127
2014-08;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;1465;16.88177
2014-08;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;2931;27.43355
2014-08;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;952;9.32876
2014-08;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;422;13.29134
2014-08;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;2344;16.39849
2014-08;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;2645;22.09137
2014-08;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;3828;26.7711
2014-08;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;5407;27.82953
2014-08;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;6007;36.18893
2014-09;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;5886;30.75396
2014-09;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;560;17.40211
2014-09;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3365;23.27592
2014-09;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;3824;23.34554
2014-09;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;3766;25.68895
2014-09;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;3924;34.32771
2014-09;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;6586;49.36291
2014-09;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;3657;37.64282
2014-09;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;4967;39.22761
2014-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;7658;39.72816
2014-10;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7221;38.24075
2014-10;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;5979;37.19903
2014-10;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5112;51.79856
2014-10;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;10755;55.0663
2014-10;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;6776;40.96983
2014-11;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3458;26.70476
2014-11;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;8832;45.65521
2014-11;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4189;35.47595
2014-11;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;4108;35.01534
2014-11;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;915;27.82847
2014-11;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4990;33.79385
2014-11;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;528;34.19689
2014-11;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;7072;48.65832
2014-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;6041;61.00788
2014-11;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;9853;65.73049
2014-11;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;5736;49.89996
2014-11;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;6861;66.21948
2014-11;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10824;62.14975
2014-12;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;6427;59.21865
2014-12;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1493;25.24091
2014-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;1026;30.81081
2014-12;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;7972;49.19469
2014-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;11441;55.15862
2014-12;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;5973;61.59002
2014-12;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;12231;72.72998
2014-12;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;13972;71.49729
2014-12;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;8866;65.44139
2015-01;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1390;12.55873
2015-01;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;902;14.34935
2015-01;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;447;8.03523
2015-01;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;1018;9.172
2015-01;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;368;11.59786
2015-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;1184;7.76903
2015-01;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;1173;8.41645
2015-01;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1711;10.77931
2015-01;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;1261;18.11001
2015-01;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;1324;13.59482
2015-01;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2264;17.83801
2015-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;3866;24.90819
2015-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;717;12.72856
2015-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;3486;19.10032
2015-02;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;3588;19.71754
2015-02;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;3061;19.09068
2015-02;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;2686;21.2332
2015-02;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;2652;21.92279
2015-02;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;2273;24.10392
2015-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;4346;30.52824
2015-03;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;3542;31.38124
2015-03;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3823;26.50811
2015-03;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;3288;21.02302
2015-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;4431;27.39074
2015-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;2863;37.03752
2015-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3509;31.3052
2015-03;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3764;40.68749
2015-03;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4013;40.51489
2015-03;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;6368;39.53806
2015-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6309;38.0381
2015-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4343;42.05481
2015-04;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;938;24.58716
2015-04;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;942;28.37349
2015-04;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;10499;37.72277
2015-04;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4193;26.5363
2015-04;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;5287;28.4538
2015-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;4301;38.06195
2015-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4743;42.62988
2015-04;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;7496;53.37131
2015-04;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3376;47.17719
2015-04;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4411;46.97551
2015-04;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;8318;51.21921
2015-04;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;7344;50.3186
2015-05;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4975;46.88973
2015-05;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3229;24.75468
2015-05;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1853;17.4663
2015-05;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1115;28.97609
2015-05;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;7360;35.35062
2015-05;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;5468;37.18969
2015-05;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;5018;30.91043
2015-05;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4671;29.10643
2015-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;6562;45.80163
